NCT Number,Study Title,Brief Summary,Conditions
NCT05069727,Simple Initiation of Advanced Hybrid Closed Loop System,"Background and Aim. The new and advanced hybrid closed loop (AHCL) system MiniMed 780G automatically adjusts basal insulin delivery in addition to automated bolus corrections, based on continuous glucose monitoring (CGM) readings, to offer protection against both hyperglycemia and hypoglycemia.The objective of this study is to evaluate whether a simplified approach for patients' follow up using preset of pump settings and a simplified meal announcement, followed by minimal interaction can achieve similar glycemic control of AHCL system MiniMed 780G with Guardian Sensor 4 than a regular protocol that is currently used in adolescents with Type 1 Diabetes (T1D).Methods. This study is Randomized Clinical Trial, two arm, single-center, clinical investigation in subjects with type 1 diabetes on AHCL insulin pump in a period of 3 months. A total of 34 individuals (age 12-18 years) will be enrolled to reach 30 individuals who will complete the 3 months study. Participants will be randomized in two groups: Group 1, Regular Clinical Protocol, 17 participants and Group 2, Simplified Clinical Protocol, 17 participants.All patients will be recruited during the regular clinic visits to the outpatient Endocrine Clinics at Sidra Medicine in Doha. Patients will be chosen on a first-come first-served basis. Inclusion criteria: Clinical diagnosis of type 1 diabetes, , Age 12-18 years, Basal Bolus therapy \>8.0 units per day. Exclusion criteria: Diabetic Ketoacidosis (DKA) in the 6 months prior to screening visit. The initiation protocol consists of four stages: HCL system compatibility assessment, HCL system training, Manual Mode Start and Auto Mode start. Patients will have 7 visits in a period of 3 months after initiation of insulin pump therapy.Pump initiation: Group 1, Finetune ICR, Target 100 or 110 mg/dl and AIT: 2-3 hour and Group 2, Carb Ratio by formula 360 / TDD, ICR 8-10 (TDD 40-60), ICR 5-7 (TDD \>60), Target 100 mg/dl, AIT: 2 hours with fixed meals Results. No group difference in Time in Range (TIR) (70-180mg/dl) \> 70% and HbA1c \< 7.5% in a period of 3 months after initiation of AHCL.Conclusion. Conclusions will be drawn on completion of the study and evaluation of the results.",Diabetes type1
NCT05345327,SGLT2 Inhibitors As First Line Therapy to Prevent Renal Decline in Type 2 Diabetes,"The aim of the trial is to evaluate the effects of the SGLT2 inhibitor, dapagliflozin, compared to metformin on annual decline in eGFR when used as first line therapy in people with Type 2 Diabetes.",Type 2 Diabetes
NCT05651373,The Clinical Features and Pregnancy Outcomes of RA Patients,"This study includes RA patients in pregnancy, who are using different treatment regimens，including prednisone, hydroxychloroquine, and/or TNF inhibitors. The maternal disease activity, pregnancy outcomes, maternal and fetal safety are assessing during the trimester of pregnancy. The effects of different therapies and risk factors for adverse pregnancy outcomes will be analysis.",Rheumatoid Arthritis|Pregnancy Related
NCT04768673,A Study to Investigate the PK and Safety of CKD-393,A clinical trial to investigate the pharmacokinetics and safety after oral administration of CKD-393,Type II Diabetes
NCT01175473,Effects of Lixisenatide Compared to Liraglutide on the Postprandial Plasma Glucose in Patients With Type 2 Diabetes,"The purpose of the study is to compare the pharmacodynamic effects of lixisenatide (AVE0010), in comparison to liraglutide, as an add-on treatment to metformin, over a period of 4 weeks of treatment.The primary objective is to assess the effects of lixisenatide, in comparison to liraglutide, in reducing postprandial plasma glucose (PPG) assessed as area under the plasma glucose concentration curve (AUC) after a standardized breakfast at Week 4.The secondary objectives are to assess the effects of lixisenatide on the maximum PPG excursion, and on the changes in insulin, pro-insulin, C-peptide and glucagon plasma concentrations following a standardized breakfast, 24-hour profile of plasma glucose, glycosylated hemoglobin (HbA1c), satiety markers (obestatin, peptide YY \[PYY3-36\] and oxyntomodulin); and to assess the clinical and laboratory safety profile.",Type 2 Diabetes Mellitus
NCT06645873,Exploration of Continuous Glucose Monitoring on the Intensive Care Unit,"Both hyperglycemia and hypoglycemia in patients at the intensive care unit (ICU) are strongly associated with increased morbidity and mortality. Accurate and timely measurements of glucose levels in this population are therefore crucial. Continuous glucose monitoring (CGM) appears promising for this purpose, but it is not yet used in the ICU due to insufficient knowledge about its reliability in critically ill patients. The aim of this study is to investigate the discrepancy between CGM and point-of-care measurements in ICU patients and whether this discrepancy is consistent across all ICU patient groups/characteristics.This study investigates whether continuous glucose monitoring can be used in the intensive care setting.","Hypoglycemia, Hyperglycemia"
NCT02267473,Hepatitis B Patients Under Oral Nucleos(t)Ide Treatment With Intermittent Assessment of Kidney Function,Patients with chronic Hepatitis B who are under oral antiviral treatment for at least 6 months at study start will be monitored once yearly for kidney function changes within their routine outpatient visit. Therefore urine samples will be collected and some additional blood test will be done within the routine blood sampling.,"Hepatitis B, Chronic"
NCT03555994,A Study to Investigate the Effect of MEDI0382 on Hepatic Glycogen Metabolism in Overweight and Obese Subjects With Type 2 Diabetes Mellitus.,A phase 2 study in two parts (A \& B) designed to evaluate the effect of MEDI0382 on Hepatic Glycogen Metabolism in subjects with Type 2 Diabetes Mellitus (T2DM). Approximately 20 subjects will be enrolled in Part A and approximately 30 subjects in Part B.,Type 2 Diabetes Mellitus
NCT05798494,PRE-Pregnancy Weight Loss And the Reducing Effect on CHILDhood Overweight - Aarhus,"The study is a single site parallel randomized controlled study. The study will be assessing the effect of a 10% pre-conceptional weight loss intervention vs a control group among healthy couples where the prospective mother is pregnant and overweight or obese (BMI 27-44.9 kg/m\^2). The couples in intervention group will receive dietitian counseling and participate in physical activity sessions to attain the 10% weight loss. The overall objective is to test whether a comprehensive pre-conceptional parental weight loss intervention effectively reduces the risk of offspring overweight, and adiposity and its complications compared to a control group.",Overweight and Obesity|Weight Loss|Pregnancy Related|Child Nutrition Sciences|Body Composition
NCT04012294,Effects of Allopurinol on Inflammation and Ultrasonographic Changes in People With Elevated Uric Acid But no Symptoms,"Hyperuricemia is a metabolic alteration defined as the presence of serum urate levels higher than 7 mg/dL. This has proven to be the maximum limit of solubility of urate in serum, any higher concentration leads to precipitation and eventually to the formation of monosodium urate (MSU) crystals. The accumulation of said crystals can manifest as gouty arthritis, uric acid nephropathy, urolithiasis or chronic tophaceous gout.A strong relation between hyperuricemia and other chronic degenerative diseases, including diabetes mellitus, systemic arterial hypertension, obesity and metabolic syndrome, has been consistently proven.Hypouricemic pharmacological agents have shown a decrease in cardiovascular complications and death in patients with gout.A series of studies conducted on individuals with asymptomatic hyperuricemia using musculoskeletal ultrasound (MSUS) have shown the presence of morphostructural changes suggestive of MSU crystal deposits, combined with an elevation in a series of inflammation markers to a degree similar to those found in patients with chronic gout.Even though, there is evidence of morphostructural damage in individuals with asymptomatic hyperuricemia, there are no clinical, laboratorial or imaging parameters that indicate when hypouricemic treatment should be started.This clinical trial is proposed as a proof of concept which is looking to evaluate if treatment with allopurinol induces changes in levels of inflammatory markers in individuals with asymptomatic hyperuricemia and morphostructural changes suggestive of MSU crystal deposits. this proof of concept is not looking to measure the efficiency, effectiveness or security of the treatment.Our Hypothesis is that Individuals with asymptomatic hyperuricemia and morphostructural changes evidenced by MSUS (double contour sing, tophi, aggregates) will show a decent in inflammatory markers and their morphostructural changes will diminish or revert after treatment with allopurinol.",Musculoskeletal Degeneration|Inflammation|Hyperuricemia
NCT01093794,Bioequivalence Study of Sitagliptin/Metformin Combination Tablet (MK0431A-122),"This study will test the hypothesis that the Final Market Image (FMI) sitagliptin/metformin 50 mg/500 mg and 50 mg/850 mg (Fixed Dose Combination) FDC tablet and co-administration of corresponding doses of sitagliptin and China-sourced metformin as individual tablets will be bioequivalent based on assessment of the AUC(0-t) and Cmax, for both sitagliptin and metformin.",Type 2 Diabetes
NCT01638260,GLP-1 and Non-exercise Activity Thermogenesis in RHZ,"- Rationale: Treatment with glucagon-like peptide 1 (GLP-1) has been shown to reduce plasma glucose levels to a further extent when added to standard therapy in type 2 diabetes mellitus. Given the well-known beneficial effects of GLP-1 analogues on glucose metabolism by stimulating insulin release, suppressing elevated glucagon levels, delaying gastric emptying and reducing food intake, it is anticipated that liraglutide developed by Novo Nordisk (Victoza®) also has beneficial effects in type 2 diabetes mellitus as has been proven by several trials. Type 2 diabetes mellitus is associated with obesity and sedentary lifestyle. Obesity occurs when energy intake exceeds energy expenditure (EE) over a period of time. It has been presumed that activity energy expenditure and daily energy expenditure are lower in most people in Western societies. Increasing non-exercise activity thermogenesis (NEAT), defined as all energy expended due to everyday activity, exclusive of volitional exercise, may be an effective way to maintain daily EE and combat overweight and obesity. One way to promote NEAT is to decrease the amount of time spent on sedentary behaviors (e.g. watching television).This leads us to hypothesize that adding NEAT to GLP-1 analogues in type 2 diabetes has an additive effect on glucose regulation, weight control and blood pressure. On the other hand, we hypothesize that a decrease in HbA1c, weight and blood pressure could add to an improved quality of life and less health care costs. Therefore, the primary purpose of this study is to determine the synergistic effect of liraglutide and activating lifestyle by increasing NEAT on glucose metabolism and weight. First line therapy of type 2 diabetes mellitus currently consists of lifestyle changes with metformin. When failure of this regime occurs, sulfonylurea derivates and/or thiazolidinediones can be added. One third of patients with type 2 diabetes mellitus fail with this regimen after 5 years of monotherapy, and nowadays GLP-1 analogues can be added to prevent deterioration of glycaemic control. However, comparison of this strategy with NEAT has not been performed and the synergistic effect of combination of GLP-1 with increasing NEAT has not been investigated. Treatment with GLP-1 analogues in combination with NEAT could theoretically overcome all shortcomings of current treatment strategies of type 2 diabetes mellitus.Objective:* Primary objectives  * To determine the change in HbA1c from baseline and end of treatment (26 weeks) and end of follow-up (52 weeks) after 26 weeks of treatment with liraglutide versus liraglutide with NEAT  * To determine the change in weight from baseline and end of treatment (26 weeks) and end of follow-up (52 weeks) after 26 weeks of treatment with liraglutide versus liraglutide with NEAT* Secondary objectives  * To assess the change in blood pressure from baseline and end of treatment (26 weeks) and end of follow-up (52 weeks) after 26 weeks of treatment with liraglutide versus liraglutide with NEAT  * To assess the change in quality of life from baseline and end of treatment (26 weeks) and end of follow-up (52 weeks) after 26 weeks of treatment with liraglutide versus liraglutide with NEAT  * To assess the change in NEAT from baseline and end of treatment (26 weeks) and end of follow-up (52 weeks) after 26 weeks of treatment with liraglutide versus liraglutide with NEAT  * To asses the health-care related costs at baseline, after 26 weeks of treatment with liraglutide versus liraglutide with NEAT, and after 52 weeks (end of follow-up)Study design: Randomized controlled intervention study- Study population: Men and women with type 2 diabetes mellitus, insufficiënt glycaemic control during maximum (tolerable) dose monotherapy with metformin or a sulfonylurea derivate or during combination therapy with metformin and a sulfonylurea derivate or a thiazolinedione, HbA1c above 7,0%, age between 40 - 75 years old, BMI above 25 kg/m2Intervention: One group receives once daily subcutaneously liraglutide 1.8mg added to standard anti-diabetic care and the other group receives once daily subcutaneously liraglutide 1.8mg added to standard anti-diabetic care and an activating lifestyle by increasing NEATMain study parameters/endpoints: The main study parameter is the percent change in HbA1c and weight. Secondary study parameters are change in blood pressure, quality of life as measured using EQ-5D and SF-36 questionnaire, NEAT as measured using an activPAL™ accelerometer and cost-effectiveness analysis.",Type 2 Diabetes Mellitus
NCT05822960,To Investigate the Effect of Far-infrared Radiation on Lower Extremity Acupoints on the Blood Circulation of Lower Extremities in Patients With Hemodialysis,"This study intends to irradiate the acupoints of both lower extremities of hemodialysis patients with far-infrared therapeutic apparatus to explore its effect on foot blood circulation, peripheral artery occlusion disease (PAOD) symptoms and ankle-brachial index (Ankle-Brachial Index, ABI) value.",Peripheral Arterial Disease
NCT05386160,Phacoemulsification Combined With Intravitreal Injection of Ranibizumab Prevent Postoperative Capillary Non-perfusion Zone Progress in Non-proliferative Diabetic Retinopathy,"Diabetic retinopathy has been found progress in 20-70% diabetic patient after cataract phacoemulsification surgery. Intravitreal injection of anti-VEGF Ranibizumab is an important treatment for diabetic retinopathy including non-proliferative diabetic retinopathy (NPDR). However, there is no research about phacoemulsification surgery combine Intravitreal injection of Ranibizumab on diabetic retinopathy. The research focus on the effect of phacoemulsification surgery combine intravitreal injection of Ranibizumab on mild non-proliferative diabetic retinopathy and explore the reasons for differences in treatment outcomes.",Mild Non-proliferative Diabetic Retinopathy|Cataract Diabetic|Diabetic Retinopathy
NCT05236660,Personalised Assistive Devices Approach for Diabetic Foot Ulcer Prevention,"Preventing foot ulcers in people with diabetes can reduce costs and increase quality of life. Despite availability of various interventions to prevent foot ulcers, recurrence rates remain high. We hypothesise that a multimodal approach incorporating a variety of orthotic interventions that matches an individual person's need can reduce ulcer recurrence with beneficial cost-effectiveness and cost-utility.",Diabetic Foot Ulcer
NCT04368494,Exercise Therapy in Patients With Axial Spondyloarthritis,"Regular exercise, such as brisk walking, has been shown to lower levels of indicators of inflammation in the blood in people with long term conditions. This includes people with heart disease, kidney disease and diabetes. Axial Spondyloarthritis (axSpA) is an inflammatory condition with prescribed medication focusing on reducing inflammation. However, the effect of exercise on indicators of inflammation in axSpA is unknown.The research study intends to investigate whether a 12-week period of regular exercise can have favourable effects on inflammatory markers in the blood.",Axial Spondyloarthritis|Inflammatory Disease|Arthritis
NCT05305794,"Effect of Weekly GLP1 Agonist Treatment in ""double Diabetes""","Between 16% and 22% of type 1 diabetic patients present a clinical and biological profile of insulin resistance favored by a family history of type 2 diabetes or metabolic syndrome. They constitute a group of patients with ""double diabetes"" since they have both true type 1 diabetes and inherited insulin resistance, typical of type 2 diabetes.For several years, GLP1 agonists have been successfully used in the treatment of type 2 diabetes, leading to very significant improvements in glycemic control and weight loss.Because of the insulin-sensitizing power of GLP1 agonists, the investigators hypothesize that they could reduce insulin resistance in patients with ""double diabetes"" and thus improve their glycemic control.The investigators propose to use in this study semaglutide, the most recent and most potent GLP1 agonist (superiority demonstrated compared to exenatide LP and dulaglutide) and administered as a weekly subcutaneous injection (in contrast to liraglutide administered daily).",Double Diabetes
NCT01129960,Eslicarbazepine Acetate as Therapy in Diabetic Neuropathic Pain,The primary objective of this study is to assess the efficacy of Eslicarbazepine acetate (ESL) as therapy in subjects with Diabetic Neuropathic Pain (DNP) over a 15 week treatment phase.,Painful Diabetic Neuropathy
NCT04190160,Quality of Life and Fixed-ratio Combination of Insulin Degludec and Liraglutide (iDegLira),This work is aimed at improving the quality of life of older patients affected by type 2 diabetes. The investigators will try to amiliorate the complexity of hypogliceamic treatment in a little group of older patients with type 2 diabetes reducing the number of pills and/or insulin administration using a single daily dose of a fixed combination of insulin degludec and liraglutide. This therapeutic semplification will be done indipendently of pre-existent glicaemic control.,Type2 Diabetes
NCT06619860,Evaluation of Efficacy and Safety of VX-993 for Pain Associated With Diabetic Peripheral Neuropathy,"The purpose of this study is to evaluate the efficacy, safety, and tolerability of VX-993 in participants with pain associated with Diabetic Peripheral Neuropathy (DPN)",Diabetic Peripheral Neuropathic Pain
NCT03941860,"Testing the Addition of Ixazomib/Placebo to Lenalidomide in Patients With Evidence of Residual Multiple Myeloma, OPTIMUM Trial",This phase III trial studies how well lenalidomide in combination with ixazomib works compared to lenalidomide alone in treating patients with evidence of residual multiple myeloma after stem cell transplantation. Lenalidomide may help shrink or slow the growth of multiple myeloma. Ixazomib may stop the growth of cancer cells by blocking some of the enzymes needed for cell growth. Giving lenalidomide and ixazomib together may work better than giving lenalidomide alone in treating patients with evidence of residual multiple myeloma after a stem cell transplantation.,Multiple Myeloma
NCT00399360,Lifestyle Modification and Metformin Use in the Treatment of HIV,"A healthy diet and exercise have improved the health of people without human immunodeficiency virus (HIV) who have Metabolic Syndrome. In this study we would like to find out if the same benefit can be seen in people with HIV and Metabolic Syndrome. Patients with Metabolic Syndrome usually have a large waist, high blood cholesterol levels, high blood pressure, and high blood sugar levels. These are risk factors, which may increase one's chance of developing heart disease and/or diabetes. The purpose of the study is to evaluate the effects of different methods of treating HIV associated Metabolic Syndrome. The groups are: 1) a lifestyle modification program plus metformin (also known as glucophage), 2) lifestyle modification plus placebo, 3) metformin alone or 4) placebo alone. The lifestyle modification program consists of nutrition and exercise sessions with the goal of improving body composition, heart health, and ways to lower the risk of developing diabetes.",HIV Infections|Metabolic Syndrome X
NCT00957060,Superiority of Glimepiride Over Sitagliptin in Naive Type 2 Diabetes Patients,"Primary Objective:To determine the superiority of glimepiride over sitagliptin in the reduction of HbA1c after 6 months of treatment in patients with monotherapy until the end of the trial.Secondary Objective:To evaluate the effect of glimepiride compared to sitagliptin in:Glucose in fasting conditions; Postprandial glucose; Percentage of patients with HbA1c \< 7% and \< 6.5%; Symptomatic Hypoglycemia; Body weight; Percentage of withdrawal and percentage of patients with rescue therapy; Safety (adverse events and serious adverse events, hypoglycemia, vital signs and laboratory results).","Diabetes Mellitus, Type 2"
NCT06852976,"A Phase 2a Proof of Concept Open-Label, Randomized, Controlled Study to Evaluate the Safety and Efficacy of MDI-1228-mesylate Gel Compared With Standard of Care Alone in Patients With Diabetic Foot Ulcers","The study will evaluate the treatment effect of MDI-1228-mesylate Gel compared with standard of care alone for the complete healing rate at the end of 12 weeks in participants with diabetic foot ulcers (targeted ulcer). In addition, the proportion of subjects whose target ulcer area is reduced by 50% after 12 weeks of treatment.",Diabetic Foot Ulcer
NCT03717194,Effect of Ertugliflozin on Cardiac Function in Diabetes,"The aim of this study is to investigate the beneficial role of ertugliflozin, a new SGLT2 inhibitor, in cardiac function via measuring GLS as well as other hemodynamic factors using echocardiogram in patients with T2D and HF, who are not controlled with oral antidiabetic medications including DPP4 inhibitors.",Type2 Diabetes|Heart Failure
